"","Male","Age","Chinese","EduF_Med","EduF_High","EduM_Med","EduM_High","EduS_Med","EduS_High"
"1306",1,0,0,0,1,0,1,0,0
"1307",1,0,1,0,1,0,1,1,0
"1308",1,0,1,0,0,0,1,1,0
"1309",1,0,1,0,1,0,1,1,0
"1310",1,0,1,0,1,0,1,1,0
"1311",0,0,1,0,1,0,1,1,0
"1312",0,0,1,0,1,0,1,1,0
"1313",0,0,1,0,1,0,1,1,0
"1314",0,0,1,0,1,0,1,1,0
"1315",0,0,1,0,1,0,1,1,0
"1316",0,0,1,0,1,0,1,1,0
"1317",0,0,1,0,1,0,1,1,0
"1318",1,0,1,0,1,0,1,1,0
"1319",1,0,1,0,1,0,1,1,0
"1320",1,0,1,0,1,0,1,0,1
"1321",0,1,1,0,1,0,1,1,0
"1322",0,0,1,0,1,0,1,1,0
"1323",0,1,1,0,1,0,1,1,0
"1324",0,1,1,0,1,0,1,1,0
"1325",0,0,1,0,1,0,1,0,0
"1326",1,0,1,1,0,1,0,1,0
"1327",0,0,1,0,1,0,1,1,0
"1328",0,0,1,0,1,0,1,1,0
"1329",1,1,1,0,1,0,1,1,0
"1330",0,0,1,0,1,0,1,1,0
"1331",1,1,1,0,1,0,1,1,0
"1332",0,0,1,0,1,0,1,1,0
"1333",0,0,1,0,1,0,1,0,1
"1334",0,1,1,0,1,0,1,1,0
"1335",1,1,1,0,1,0,1,1,0
"1336",0,1,1,0,1,0,1,1,0
"1337",0,1,1,0,1,0,1,0,1
"1338",0,0,1,0,1,0,1,0,1
"1339",1,0,1,0,1,0,1,1,0
"1340",0,0,1,0,1,0,1,1,0
"1341",0,0,1,0,1,0,1,1,0
"1342",1,0,1,0,1,0,1,1,0
"1343",1,0,1,0,1,0,1,1,0
"1344",1,1,1,0,1,0,1,1,0
"1345",0,0,1,0,1,0,1,0,1
"1346",0,0,1,0,1,0,1,1,0
"1347",0,0,1,0,1,0,1,0,1
"1348",0,0,1,0,1,0,1,1,0
"1349",0,0,1,0,1,0,1,1,0
"1350",0,0,1,0,1,0,1,0,1
"1351",1,0,1,0,1,0,1,0,1
"1352",1,0,1,0,1,0,1,1,0
"1353",1,0,1,0,1,0,1,1,0
"1354",0,0,1,0,1,0,1,1,0
"1355",0,0,1,0,1,0,1,1,0
"1356",0,0,1,0,1,0,1,1,0
"1357",0,0,1,0,1,0,1,1,0
"1358",0,0,1,0,1,0,1,1,0
"1359",0,0,1,0,1,0,1,1,0
"1360",0,0,1,0,1,0,1,1,0
"1361",0,0,1,0,1,0,1,1,0
"1362",0,0,1,0,1,0,1,0,1
"1363",1,0,1,0,1,0,1,1,0
"1364",1,1,1,0,1,0,1,0,1
"1365",0,0,1,0,1,0,1,1,0
"1366",0,0,1,0,1,0,1,1,0
"1367",0,0,1,0,1,0,1,0,1
"1368",0,0,1,0,1,0,1,1,0
"1369",0,0,1,0,1,0,1,1,0
"1370",1,0,1,0,1,0,1,1,0
"1371",1,1,1,0,1,0,1,0,1
"1372",0,0,1,0,1,0,1,1,0
"1373",0,0,1,0,1,0,1,1,0
"1374",1,0,1,0,1,0,1,1,0
"1375",0,0,1,0,1,0,1,1,0
"1376",1,1,1,0,1,0,1,0,1
"1377",0,0,1,0,1,0,1,1,0
"1378",0,0,1,0,0,0,0,1,0
"1379",1,0,1,0,1,1,0,1,0
"1380",0,0,1,0,1,0,1,0,0
"1381",0,0,1,0,1,0,1,1,0
"1382",0,0,1,0,1,0,1,1,0
"1383",0,0,1,0,1,0,1,1,0
"1384",1,0,1,0,1,0,1,0,1
"1385",1,0,1,0,1,0,1,1,0
"1386",1,0,1,0,1,0,1,1,0
"1387",1,0,1,0,1,0,1,1,0
"1388",0,0,1,0,1,0,1,1,0
"1389",1,0,1,0,1,0,1,1,0
"1390",0,0,1,0,1,0,1,1,0
"1391",0,0,1,0,1,0,1,1,0
"1392",1,0,1,0,1,0,1,1,0
"1393",0,0,1,1,0,1,0,1,0
"1394",0,0,1,0,0,0,0,1,0
"1395",0,1,1,0,1,0,1,0,1
"1396",0,1,1,0,1,0,1,0,0
"1397",1,0,1,0,1,1,0,0,1
"1398",1,0,1,0,1,0,1,1,0
"1399",1,0,1,0,0,0,1,0,0
"1400",1,0,1,0,0,0,0,1,0
"1401",0,1,1,0,0,0,0,1,0
"1402",1,0,1,0,1,0,1,1,0
"1403",1,0,1,0,1,0,1,1,0
"1404",1,0,1,0,1,0,1,1,0
"1405",0,0,1,0,1,0,1,0,0
"1406",1,0,1,0,1,0,1,0,0
"1407",1,0,1,0,1,0,1,1,0
"1408",1,0,1,0,1,0,1,1,0
"1409",0,0,1,0,1,0,1,0,0
"1410",0,0,1,0,1,0,1,0,0
"1411",1,0,1,0,1,0,1,0,1
"1412",0,0,1,0,1,0,1,0,0
"1413",0,0,1,0,1,0,0,0,0
"1414",0,0,1,0,1,0,1,1,0
"1415",1,0,1,0,1,0,1,1,0
"1416",0,1,1,0,1,0,1,1,0
"1417",1,1,1,0,1,0,1,1,0
"1418",0,0,1,0,1,0,1,1,0
"1419",0,1,1,0,1,0,1,1,0
"1420",1,1,1,0,1,0,1,1,0
"1421",0,0,1,0,1,0,1,0,1
"1422",1,0,1,0,1,0,1,1,0
"1423",1,0,1,0,1,0,1,1,0
"1424",0,0,1,0,1,0,1,1,0
"1425",0,0,1,0,1,0,1,1,0
"1426",0,0,1,0,1,0,1,1,0
"1427",0,0,1,0,1,0,1,1,0
"1428",0,0,1,0,1,0,1,1,0
"1429",0,0,1,0,1,0,1,1,0
"1430",0,0,1,0,1,0,1,1,0
"1431",0,0,1,0,1,0,1,1,0
"1432",0,0,1,0,1,0,1,1,0
"1433",0,0,1,0,1,0,1,1,0
"1434",0,0,1,0,1,0,1,1,0
"1435",0,0,1,0,1,0,1,1,0
"1436",0,0,1,0,1,0,1,1,0
"1437",1,0,1,0,1,0,1,1,0
"1438",1,0,1,0,1,0,1,1,0
"1439",1,0,1,0,1,0,1,1,0
"1440",1,0,1,0,0,1,0,1,0
"1441",1,0,1,1,0,0,1,1,0
"1442",1,0,1,0,1,0,1,1,0
"1443",1,0,1,0,1,0,1,1,0
"1444",1,0,1,0,0,1,0,1,0
"1445",1,0,1,0,1,0,1,1,0
"1446",0,0,1,1,0,0,1,1,0
"1447",0,0,1,1,0,1,0,1,0
"1448",0,0,1,0,1,1,0,0,1
"1449",0,0,1,1,0,0,0,1,0
"1450",0,0,1,0,1,0,1,0,0
"1451",0,1,1,0,0,1,0,0,0
"1452",0,0,1,1,0,0,0,0,0
"1453",0,1,1,0,0,0,0,1,0
"1454",0,1,1,1,0,1,0,1,0
"1455",0,1,1,0,0,0,0,1,0
"1456",1,0,1,0,1,0,1,1,0
"1457",1,0,1,0,1,0,1,1,0
"1458",1,0,1,0,1,0,1,1,0
"1459",1,0,1,0,1,0,1,1,0
"1460",1,0,1,0,1,0,1,1,0
"1461",0,0,1,0,1,0,0,0,0
"1462",1,0,1,0,1,0,1,1,0
"1463",1,0,1,0,1,0,1,1,0
"1464",1,0,1,0,1,0,1,1,0
"1465",0,0,1,0,1,0,1,0,0
"1466",1,0,1,0,0,0,1,0,0
"1467",1,1,1,1,0,1,0,0,0
"1468",0,0,1,0,0,0,0,1,0
"1469",0,0,1,0,1,0,1,1,0
"1470",1,0,1,0,1,0,1,1,0
"1471",0,0,1,1,0,0,0,1,0
"1472",0,1,1,0,1,0,1,1,0
"1473",1,0,1,0,1,0,1,1,0
"1474",1,0,1,0,1,0,1,1,0
"1475",1,0,1,0,1,0,1,1,0
"1476",1,0,1,0,1,0,1,1,0
"1477",1,0,1,0,1,0,1,0,0
"1478",1,0,1,0,1,0,1,0,0
"1479",0,0,1,0,1,0,1,0,0
"1480",1,0,1,0,1,0,1,1,0
"1481",1,0,1,0,1,1,0,1,0
"1482",1,0,1,0,1,0,1,1,0
"1483",1,0,1,0,1,0,1,1,0
"1484",1,0,0,0,0,0,0,1,0
"1485",0,0,1,0,1,0,1,0,0
"1486",0,0,1,0,0,0,0,1,0
"1487",1,0,1,0,1,0,0,0,0
"1488",1,0,1,0,1,0,1,1,0
"1489",0,0,1,1,0,1,0,0,0
"1490",1,0,1,0,1,0,1,1,0
"1491",1,0,1,0,1,0,1,1,0
"1492",1,0,1,0,1,0,0,1,0
"1493",1,0,1,1,0,0,1,1,0
"1494",0,0,1,0,1,0,1,1,0
"1495",1,0,1,0,1,0,1,1,0
"1496",1,0,1,0,1,0,0,1,0
"1497",1,0,1,1,0,1,0,1,0
"1498",1,0,1,0,1,0,1,1,0
"1499",1,0,1,1,0,1,0,1,0
"1500",1,0,1,0,1,0,1,1,0
"1501",0,0,1,0,0,0,0,1,0
"1502",1,0,1,1,0,1,0,1,0
"1503",0,0,1,0,0,0,0,1,0
"1504",1,0,1,0,0,0,0,1,0
"1505",0,0,1,0,0,1,0,1,0
"1506",0,0,1,1,0,1,0,1,0
"1507",1,0,1,0,1,1,0,0,0
"1508",1,0,1,0,0,0,0,1,0
"1509",0,0,1,0,0,0,0,1,0
"1510",1,0,1,0,0,0,0,1,0
"1511",1,0,1,0,1,0,1,1,0
"1512",0,0,1,1,0,0,1,0,0
"1513",1,0,1,0,1,0,1,0,1
"1514",0,0,1,0,1,1,0,1,0
"1515",1,0,1,0,1,0,1,0,0
"1516",1,0,1,0,1,0,0,1,0
"1517",1,0,1,1,0,0,0,1,0
"1518",1,0,1,0,1,0,1,1,0
"1519",1,0,1,0,1,0,1,1,0
"1520",1,0,1,0,1,0,1,0,0
"1521",1,0,1,1,0,1,0,0,0
"1522",0,0,1,1,0,1,0,1,0
"1523",1,0,1,0,1,0,1,1,0
"1524",0,0,1,0,0,1,0,1,0
"1525",1,0,1,1,0,0,1,1,0
"1526",0,0,1,0,0,0,0,1,0
"1527",1,0,1,0,1,0,1,1,0
"1528",0,0,1,0,0,1,0,1,0
"1529",1,0,1,0,1,0,1,1,0
"1530",1,0,1,1,0,0,1,1,0
"1531",0,0,1,1,0,1,0,1,0
"1532",1,0,1,0,1,0,1,1,0
"1533",0,0,1,0,1,0,1,1,0
"1534",0,0,1,0,1,0,1,1,0
"1535",0,0,1,0,1,0,1,0,1
"1536",0,0,1,0,1,0,1,1,0
"1537",0,0,1,0,1,0,1,1,0
"1538",0,0,1,0,1,0,1,1,0
"1539",0,1,1,0,1,0,1,1,0
"1540",0,0,1,0,1,0,1,1,0
"1541",0,1,1,0,1,0,1,1,0
"1542",1,0,1,0,1,0,1,1,0
"1543",1,0,1,0,1,0,1,1,0
"1544",1,0,1,0,1,0,1,1,0
"1545",1,0,1,0,1,0,1,1,0
"1546",1,0,1,0,1,0,1,1,0
"1547",1,0,1,0,1,0,1,1,0
"1548",1,0,1,0,0,0,0,1,0
"1549",0,0,1,0,1,0,1,1,0
"1550",1,1,1,0,1,0,1,1,0
"1551",1,0,1,0,1,0,1,1,0
"1552",0,0,1,0,1,0,1,1,0
"1553",0,0,1,0,1,0,1,1,0
"1554",0,0,1,0,1,0,1,1,0
"1555",0,0,1,0,1,0,1,1,0
"1556",0,0,1,0,1,0,1,0,0
"1557",0,0,1,0,1,0,1,1,0
"1558",1,1,1,0,1,0,1,0,1
"1559",0,0,1,0,1,0,1,1,0
"1560",0,0,1,0,1,0,1,1,0
"1561",0,0,1,0,1,0,1,1,0
"1562",1,0,1,0,1,0,1,1,0
"1563",0,0,1,0,1,0,1,0,0
"1564",0,0,1,0,1,0,1,0,0
"1565",0,0,1,0,1,0,1,0,1
"1566",0,0,1,1,0,1,0,1,0
"1567",0,0,1,0,1,0,1,1,0
"1568",0,0,1,0,1,0,1,0,1
"1569",1,1,1,0,1,0,1,0,0
"1570",0,0,1,0,1,0,1,1,0
"1571",1,0,1,0,1,0,1,1,0
"1572",0,0,1,0,1,0,1,0,1
"1573",1,0,1,1,0,1,0,1,0
"1574",0,0,1,0,1,0,1,1,0
"1575",0,0,1,0,1,0,1,1,0
"1576",1,0,1,0,1,0,1,1,0
"1577",1,0,1,0,1,0,1,1,0
"1578",0,0,1,0,1,0,1,1,0
"1579",0,0,1,0,1,0,1,1,0
"1580",1,0,1,0,0,0,1,1,0
"1581",0,0,1,0,1,0,1,0,1
"1582",1,0,1,0,1,0,1,1,0
"1583",0,0,1,0,1,0,1,0,1
"1584",1,0,1,0,1,0,1,1,0
"1585",0,0,1,0,1,0,1,1,0
"1586",0,0,1,0,1,0,1,1,0
"1587",0,0,1,0,1,0,1,1,0
"1588",1,0,1,0,1,0,1,1,0
"1589",0,0,1,0,1,0,1,0,0
"1590",0,0,1,0,0,0,0,1,0
"1591",0,0,1,0,1,0,1,1,0
"1592",0,0,1,0,1,0,1,0,1
"1593",1,0,1,0,1,0,1,0,0
"1594",1,0,1,0,1,0,1,1,0
"1595",1,0,1,0,0,0,0,1,0
"1596",1,0,1,0,0,0,0,1,0
"1597",1,0,1,0,1,0,1,1,0
"1598",1,0,1,0,1,0,1,1,0
"1599",1,0,1,0,1,0,1,1,0
"1600",1,0,1,0,1,0,1,1,0
"1601",1,0,1,0,1,0,1,1,0
"1602",1,0,1,0,1,0,1,1,0
"1603",1,0,0,0,1,0,0,0,1
"1604",0,0,1,0,1,0,1,1,0
"1605",0,0,1,0,1,0,1,1,0
"1606",0,0,1,0,1,0,1,1,0
"1607",0,0,1,0,1,0,1,1,0
"1608",0,0,1,0,1,0,1,1,0
"1609",0,0,1,0,1,0,1,1,0
"1610",1,0,1,0,1,0,1,1,0
"1611",1,0,1,0,1,0,1,1,0
"1612",1,0,1,0,1,0,1,1,0
"1613",1,0,1,0,1,0,1,1,0
"1614",1,0,1,0,1,0,1,1,0
"1615",1,0,1,1,0,0,1,1,0
"1616",1,0,1,0,1,0,1,1,0
"1617",1,0,1,0,0,1,0,1,0
"1618",1,0,1,0,1,0,1,1,0
"1619",1,0,1,0,1,0,1,0,0
"1620",1,0,1,0,1,0,1,0,0
"1621",0,0,1,0,1,0,1,0,0
"1622",0,0,1,0,1,0,1,0,0
"1623",0,0,1,0,1,0,1,0,0
"1624",1,0,1,0,1,0,1,0,0
"1625",0,0,1,0,1,0,1,0,0
"1626",0,0,1,0,1,0,1,0,0
"1627",1,0,1,0,1,0,1,0,0
"1628",1,0,1,0,1,0,1,0,0
"1629",1,0,1,0,1,0,1,0,0
"1630",0,0,1,0,1,0,1,0,0
"1631",1,0,1,0,1,0,1,0,0
"1632",0,0,1,0,1,0,1,0,0
"1633",1,0,1,0,1,0,1,0,0
"1634",1,0,1,0,1,0,1,0,0
"1635",0,0,1,0,1,0,1,0,0
"1636",1,0,1,0,1,0,1,0,0
"1637",1,0,1,0,1,0,1,0,0
"1638",0,0,1,0,1,0,1,0,0
"1639",0,0,1,0,1,0,1,0,0
"1640",0,0,1,0,1,0,1,0,0
"1641",0,0,1,0,1,0,1,0,0
"1642",0,0,1,0,1,0,1,0,0
"1643",0,0,1,0,1,0,1,0,0
"1644",1,0,1,0,1,0,1,0,0
"1645",1,0,1,0,1,0,1,0,0
"1646",1,0,1,0,1,0,1,0,0
"1647",1,0,1,0,1,0,1,0,0
"1648",0,0,1,0,1,0,1,1,0
"1649",0,0,1,0,1,0,1,0,1
"1650",1,0,1,0,1,0,1,1,0
"1651",1,0,1,0,1,0,1,1,0
"1652",1,0,1,0,1,0,1,1,0
"1653",0,0,1,0,1,0,1,1,0
"1654",0,0,1,0,1,0,1,1,0
"1655",0,0,1,0,1,0,1,1,0
"1656",0,0,1,0,1,0,1,1,0
"1657",0,0,1,0,1,0,1,1,0
"1658",1,1,1,0,1,0,1,0,1
"1659",0,1,1,0,1,0,1,0,1
"1660",0,0,1,0,1,0,1,0,1
"1661",0,0,1,0,1,0,1,0,1
"1662",0,0,1,0,1,0,1,0,1
"1663",0,0,1,0,1,0,1,1,0
"1664",1,0,1,0,1,0,1,1,0
"1665",1,0,1,0,1,0,1,1,0
"1666",0,0,1,0,1,0,1,1,0
"1667",0,0,1,0,1,0,1,1,0
"1668",0,0,1,0,1,0,1,1,0
"1669",0,0,1,0,1,0,1,1,0
"1670",0,0,1,0,1,0,1,1,0
"1671",0,1,1,0,1,0,1,0,1
"1672",0,1,1,0,1,0,1,0,1
"1673",0,0,1,0,1,0,1,0,0
"1674",0,0,1,0,1,0,1,1,0
"1675",1,0,1,0,1,0,1,0,0
"1676",0,0,1,0,1,0,1,1,0
"1677",0,0,1,0,1,0,1,1,0
"1678",0,0,1,0,1,0,1,1,0
"1679",0,0,1,0,1,0,1,1,0
"1680",1,0,1,0,1,0,1,1,0
"1681",1,1,1,0,1,0,1,1,0
"1682",0,0,1,0,1,0,1,0,1
"1683",0,0,1,0,1,0,1,1,0
"1684",0,0,1,0,1,0,1,0,1
"1685",1,0,1,0,1,0,1,1,0
"1686",0,0,1,0,1,0,1,1,0
"1687",1,1,1,0,1,0,1,0,1
"1688",0,0,1,0,1,0,1,1,0
"1689",0,0,1,0,1,0,1,1,0
"1690",0,0,1,0,1,0,1,1,0
"1691",0,0,1,0,1,0,1,1,0
"1692",0,0,1,0,1,0,1,1,0
"1693",1,0,1,0,1,0,1,0,1
"1694",1,0,1,0,0,0,0,1,0
"1695",0,0,1,0,1,0,1,1,0
"1696",0,1,1,0,1,0,1,1,0
"1697",1,0,1,0,0,0,0,1,0
"1698",0,0,1,0,1,1,0,1,0
"1699",0,0,1,1,0,1,0,1,0
"1700",0,0,1,0,0,1,0,1,0
"1701",1,0,1,0,1,0,1,1,0
"1702",1,0,1,0,1,0,1,1,0
"1703",0,1,1,0,0,0,0,1,0
"1704",0,1,1,0,1,0,1,1,0
"1705",0,0,1,0,1,0,1,1,0
"1706",0,0,1,0,1,0,1,1,0
"1707",0,0,1,0,1,0,1,1,0
"1708",0,0,1,1,0,1,0,0,0
"1709",0,0,1,0,1,0,1,0,0
"1710",1,0,1,0,0,0,0,0,0
"1711",0,0,1,1,0,0,0,0,0
"1712",0,0,1,0,0,0,0,0,0
"1713",1,1,1,0,1,0,1,1,0
"1714",1,0,1,0,1,0,1,1,0
"1715",1,0,1,1,0,1,0,1,0
"1716",0,0,1,0,1,0,1,1,0
"1717",1,0,0,0,1,0,1,0,0
"1718",0,0,1,0,1,0,1,1,0
"1719",0,0,1,0,1,0,1,1,0
"1720",1,0,1,0,1,0,1,0,0
"1721",1,0,1,0,0,0,0,0,0
"1722",0,0,1,1,0,0,1,1,0
"1723",1,0,1,0,1,0,1,0,1
"1724",0,0,1,0,1,0,1,1,0
"1725",1,0,1,0,1,0,1,0,1
"1726",0,0,1,0,0,0,0,1,0
"1727",0,0,1,0,0,1,0,1,0
"1728",0,0,1,0,0,0,0,1,0
"1729",0,0,1,1,0,0,1,1,0
"1730",0,0,1,1,0,1,0,1,0
"1731",1,0,1,0,0,0,0,1,0
"1732",0,0,1,0,0,0,0,1,0
"1733",0,0,1,0,0,0,0,1,0
"1734",0,0,1,1,0,1,0,1,0
"1735",0,0,1,0,1,1,0,1,0
"1736",0,0,1,0,0,1,0,1,0
"1737",0,0,1,0,0,0,0,0,0
"1738",0,0,1,0,0,0,0,0,0
"1739",0,0,1,0,1,0,0,1,0
"1740",1,0,1,0,0,0,0,0,0
"1741",0,1,1,0,1,0,1,0,0
"1742",0,0,1,0,1,0,1,0,1
"1743",0,0,1,0,1,1,0,0,1
"1744",0,0,1,0,1,0,1,1,0
"1745",0,0,1,0,1,0,1,1,0
"1746",0,0,1,0,1,0,0,0,0
"1747",1,0,1,1,0,0,1,0,0
"1748",0,0,1,0,1,0,1,0,0
"1749",0,0,1,0,1,0,1,0,0
"1750",0,0,1,0,1,0,0,0,0
"1751",0,0,1,0,1,0,1,0,0
"1752",1,0,1,0,1,0,0,1,0
"1753",1,0,1,1,0,0,0,0,0
"1754",1,0,1,0,1,0,1,0,0
"1755",1,0,1,0,1,0,1,0,0
"1756",0,0,1,0,1,0,1,0,0
"1757",1,0,1,0,1,0,1,0,0
"1758",1,0,1,1,0,1,0,0,0
"1759",1,0,1,1,0,1,0,0,0
"1760",1,0,1,0,1,0,1,0,1
"1761",1,0,1,0,0,1,0,1,0
"1762",1,0,1,1,0,0,0,1,0
"1763",1,0,1,0,1,0,1,0,0
"1764",1,0,1,1,0,0,0,1,0
"1765",1,0,1,1,0,1,0,1,0
"1766",1,0,1,0,1,0,1,1,0
"1767",NA,0,1,0,1,0,1,0,0
"1768",1,0,1,0,1,0,1,0,0
"1769",1,0,1,0,1,0,1,0,0
"1770",0,0,1,0,1,0,1,0,0
"1771",1,0,1,0,1,0,1,0,0
"1772",0,0,1,0,1,0,1,0,0
"1773",0,0,1,0,1,0,1,0,0
"1774",0,0,1,0,1,0,1,0,0
"1775",1,0,1,0,1,0,1,0,0
"1776",0,0,1,0,1,0,1,0,0
"1777",1,0,1,0,1,0,1,0,0
"1778",1,0,1,0,1,0,1,0,0
"1779",0,1,1,0,1,0,1,0,1
"1780",1,0,1,0,1,0,1,0,0
"1781",1,0,1,0,1,0,1,0,0
"1782",0,0,1,0,1,0,1,0,0
"1783",1,0,1,1,0,1,0,1,0
"1784",1,0,1,0,1,0,1,0,0
"1785",0,0,1,0,1,0,1,0,0
"1786",1,0,1,0,1,0,1,1,0
"1787",0,0,1,0,0,1,0,1,0
"1788",0,0,1,0,0,0,0,0,0
"1789",0,NA,1,1,0,1,0,1,0
"1790",1,0,1,0,1,0,1,0,0
"1791",1,0,1,0,1,0,1,0,0
"1792",1,0,1,1,0,0,1,1,0
"1793",0,0,1,1,0,1,0,0,0
"1794",0,0,1,1,0,1,0,0,0
"1795",0,0,1,1,0,1,0,1,0
"1796",0,0,1,0,0,0,1,1,0
"1797",0,0,1,1,0,1,0,1,0
"1798",1,0,1,0,0,0,1,0,0
"1799",1,1,1,1,0,0,0,0,1
"1800",0,0,1,1,0,1,0,1,0
"1801",0,0,1,0,1,0,1,1,0
"1802",1,1,1,1,0,0,0,0,1
"1803",0,0,1,0,1,0,1,1,0
"1804",1,0,1,1,0,1,0,1,0
"1805",1,0,1,0,1,0,1,0,0
"1806",0,0,1,0,1,0,1,0,0
"1807",1,0,1,0,1,0,1,0,1
"1808",1,0,1,0,0,0,0,1,0
"1809",1,1,1,0,1,1,0,0,1
"1810",1,0,1,0,1,0,1,1,0
"1811",0,0,1,0,1,0,1,1,0
"1812",0,0,1,0,1,0,1,1,0
"1813",1,0,1,0,0,1,0,0,0
"1814",0,0,1,0,1,0,1,0,0
"1815",0,0,1,1,0,1,0,1,0
"1816",1,0,1,0,0,1,0,1,0
"1817",1,0,1,0,1,1,0,1,0
"1818",1,0,1,1,0,1,0,1,0
"1819",0,0,1,1,0,0,0,1,0
"1820",0,0,1,1,0,1,0,1,0
"1821",0,0,1,1,0,1,0,1,0
"1822",1,0,1,1,0,1,0,0,1
"1823",1,0,1,0,1,0,1,1,0
"1824",0,0,1,0,1,0,1,1,0
"1825",1,0,1,0,1,0,1,1,0
"1826",0,0,0,0,1,0,1,1,0
"1827",0,0,1,0,0,0,0,1,0
"1828",1,0,1,0,1,0,1,1,0
"1829",1,0,1,0,1,0,1,1,0
"1830",0,0,1,1,0,1,0,1,0
"1831",1,0,1,0,1,0,1,1,0
"1832",0,0,1,0,0,0,0,1,0
"1833",0,0,1,0,0,1,0,1,0
"1834",1,0,1,0,1,0,1,1,0
"1835",1,0,1,1,0,1,0,1,0
"1836",1,0,1,0,1,0,1,1,0
"1837",1,0,1,0,1,1,0,0,0
"1838",0,0,1,0,0,0,0,0,0
"1839",1,0,1,0,0,0,0,1,0
"1840",1,0,1,0,1,0,1,0,0
"1841",1,0,1,1,0,1,0,1,0
"1842",1,0,1,0,1,0,1,1,0
"1843",1,0,1,1,0,1,0,1,0
"1844",0,0,1,0,0,0,0,1,0
"1845",1,0,1,0,1,0,1,1,0
"1846",0,0,1,0,1,0,1,1,0
"1847",1,0,1,0,1,0,1,1,0
"1848",1,0,1,0,1,0,1,1,0
"1849",0,0,1,0,1,0,1,1,0
"1850",0,0,1,0,1,0,1,1,0
"1851",0,0,1,0,1,0,1,1,0
"1852",0,0,1,0,1,0,1,1,0
"1853",0,0,1,0,1,0,1,1,0
"1854",1,0,1,0,1,0,1,1,0
"1855",0,0,1,0,1,0,1,1,0
"1856",1,0,1,0,1,0,1,1,0
"1857",0,0,1,0,1,0,1,0,1
"1858",1,0,1,0,1,0,1,0,1
"1859",0,0,1,0,1,0,1,0,1
"1860",0,0,0,0,1,0,1,0,1
"1861",0,0,1,0,1,0,1,0,1
"1862",1,0,0,0,1,0,1,0,1
"1863",0,0,1,0,1,0,1,0,1
"1864",1,0,1,0,1,0,1,0,1
"1865",1,0,0,0,1,0,1,0,1
"1866",1,0,1,0,1,0,1,0,1
"1867",1,0,1,0,1,0,1,0,1
"1868",1,0,1,0,1,0,1,0,1
"1869",0,0,1,0,1,0,1,0,1
"1870",0,1,1,0,1,0,1,NA,NA
"1871",0,0,0,0,1,0,1,0,1
"1872",1,0,0,0,1,0,1,0,1
"1873",1,0,1,0,1,0,1,0,1
"1874",1,0,1,0,1,0,1,0,1
"1875",0,0,1,0,1,0,1,0,1
"1876",1,0,1,0,1,0,1,0,1
"1877",0,1,1,0,1,0,1,0,1
"1878",0,1,1,0,1,0,1,0,1
"1879",1,1,1,0,1,0,1,0,1
"1880",0,0,1,0,1,0,1,NA,NA
"1881",0,1,1,0,1,0,1,0,1
"1882",0,1,1,0,1,0,1,0,1
"1883",1,1,1,0,1,0,1,0,1
"1884",0,0,1,0,1,0,1,0,1
"1885",1,1,1,0,1,0,1,0,1
"1886",0,1,1,0,1,0,1,0,1
"1887",0,1,1,0,1,0,1,0,1
"1888",1,1,1,0,1,0,1,0,1
"1889",1,1,1,0,1,0,1,0,1
"1890",0,1,1,0,1,0,1,NA,NA
"1891",0,1,1,0,1,0,1,0,1
"1892",0,0,1,0,1,0,1,0,1
"1893",0,0,1,0,1,0,1,0,1
"1894",1,1,1,0,1,0,1,0,1
"1895",0,0,0,0,1,0,1,0,0
"1896",1,0,1,0,1,0,1,0,0
"1897",0,0,1,0,1,0,1,0,0
"1898",0,0,0,0,1,0,1,0,0
"1899",1,0,1,0,1,0,1,0,0
"1900",1,0,1,0,1,0,1,0,0
"1901",1,0,1,0,1,0,1,0,0
"1902",0,0,0,0,1,0,1,0,0
"1903",0,0,1,0,1,0,1,0,0
"1904",0,0,0,0,1,0,1,0,0
"1905",1,0,1,0,1,0,1,0,0
"1906",1,0,1,0,1,0,1,0,0
"1907",1,0,1,0,1,0,1,0,0
"1908",1,0,1,0,1,0,1,0,0
"1909",1,0,1,0,1,0,1,NA,NA
"1910",1,0,1,1,0,0,1,1,0
"1911",0,0,1,1,0,0,0,1,0
"1912",0,0,1,0,1,0,1,1,0
"1913",0,0,1,0,1,0,1,1,0
"1914",0,0,1,0,1,0,1,1,0
"1915",1,0,1,0,1,0,1,1,0
"1916",1,0,1,0,1,0,1,1,0
"1917",1,0,1,0,1,0,1,0,0
"1918",1,0,1,0,1,1,0,0,1
"1919",1,0,1,1,0,0,0,0,0
"1920",1,0,0,0,1,0,1,0,0
"1921",1,0,1,1,0,0,0,0,1
"1922",1,0,1,0,0,0,0,0,0
"1923",1,0,1,1,0,1,0,0,0
"1924",1,0,1,1,0,0,1,0,0
"1925",0,0,1,0,0,0,0,0,0
"1926",1,0,1,0,1,0,1,0,0
"1927",0,0,1,0,0,0,1,1,0
"1928",0,0,1,0,1,0,1,1,0
"1929",0,0,1,0,1,0,1,1,0
"1930",0,0,1,0,1,0,1,0,0
"1931",0,0,1,0,1,0,1,0,1
"1932",0,0,1,0,1,0,1,1,0
"1933",0,0,0,0,0,0,0,1,0
"1934",0,0,0,0,0,0,0,1,0
"1935",0,0,0,0,0,0,0,1,0
"1936",0,1,1,0,0,0,0,0,0
"1937",1,0,1,0,1,0,1,1,0
"1938",1,0,1,0,1,0,1,0,0
