"","Male","Age","Chinese","EduF_Med","EduF_High","EduM_Med","EduM_High","EduS_Med","EduS_High"
"657",0,0,1,0,1,0,1,0,0
"658",1,0,1,0,1,0,1,0,0
"659",1,0,1,0,1,0,1,0,0
"660",1,0,1,0,1,0,1,0,0
"661",0,0,1,0,0,1,0,0,0
"662",0,0,1,0,1,0,1,0,0
"663",0,0,1,0,1,0,1,1,0
"664",1,0,1,0,1,0,1,1,0
"665",0,0,1,0,1,0,1,0,0
"666",1,0,1,0,1,0,1,0,0
"667",1,0,1,0,1,0,1,0,0
"668",1,0,1,0,1,0,1,0,0
"669",1,0,1,0,1,0,1,0,0
"670",1,0,1,0,1,1,0,1,0
"671",0,0,1,0,1,0,1,1,0
"672",1,1,1,0,0,1,0,0,1
"673",1,0,1,1,0,1,0,1,0
"674",1,0,1,0,1,0,1,0,0
"675",0,0,1,0,1,0,1,1,0
"676",1,0,1,0,1,0,1,0,0
"677",0,0,1,0,1,0,1,1,0
"678",0,0,1,0,1,0,1,0,0
"679",0,0,1,0,1,0,1,0,0
"680",1,0,1,0,1,0,1,1,0
"681",0,0,1,0,1,0,1,1,0
"682",0,0,1,0,1,0,1,0,0
"683",0,0,1,0,1,0,1,1,0
"684",0,0,1,0,1,0,1,1,0
"685",0,1,1,0,0,0,0,0,0
"686",1,0,1,0,1,0,1,1,0
"687",0,0,0,0,1,0,0,0,0
"688",1,0,1,1,0,0,1,1,0
"689",1,0,1,1,0,0,0,1,0
"690",1,1,1,0,1,1,0,0,1
"691",1,0,1,0,1,0,1,1,0
"692",1,1,1,1,0,0,1,1,0
"693",1,0,1,0,1,0,1,1,0
"694",1,1,1,0,0,1,0,1,0
"695",0,0,1,0,1,0,1,1,0
"696",0,1,1,0,1,0,1,0,0
"697",0,1,1,0,1,0,1,1,0
"698",0,0,1,0,1,0,1,1,0
"699",0,0,1,0,1,0,1,0,0
"700",1,0,1,0,1,0,1,1,0
"701",1,0,1,0,1,0,1,0,0
"702",1,0,1,0,1,0,1,0,0
"703",1,0,1,0,1,0,1,0,0
"704",1,0,1,0,1,0,1,0,0
"705",1,0,1,0,1,0,1,0,0
"706",1,0,1,0,1,0,1,0,0
"707",1,0,1,0,1,0,1,0,0
"708",1,0,1,0,1,0,1,1,0
"709",0,0,1,0,1,0,1,1,0
"710",0,0,1,0,1,0,1,1,0
"711",0,0,1,0,1,0,1,1,0
"712",0,0,1,0,1,0,1,1,0
"713",1,0,1,0,1,0,1,1,0
"714",1,0,1,0,1,0,1,1,0
"715",1,0,1,0,1,0,1,1,0
"716",1,0,1,0,1,0,1,1,0
"717",1,0,1,0,1,0,1,0,0
"718",0,0,1,0,1,0,1,1,0
"719",1,0,1,0,1,0,1,0,0
"720",0,1,1,0,1,0,1,1,0
"721",0,0,1,0,1,0,1,1,0
"722",1,0,1,0,1,0,1,1,0
"723",1,1,1,0,1,0,1,0,1
"724",1,1,1,0,1,0,1,0,1
"725",0,0,1,1,0,1,0,0,1
"726",1,0,1,0,1,0,1,0,0
"727",1,0,1,0,1,0,1,0,0
"728",1,0,1,0,1,0,1,0,0
"729",1,0,1,0,1,0,1,0,0
"730",1,0,1,0,1,0,1,0,0
"731",1,0,1,0,1,0,1,0,0
"732",1,0,1,0,1,0,1,1,0
"733",1,1,0,0,1,0,1,0,1
"734",1,0,0,0,1,0,1,0,0
"735",1,0,0,0,1,0,1,0,0
"736",1,0,0,0,1,0,1,0,0
"737",1,0,0,0,1,0,1,0,0
"738",0,0,0,0,1,0,1,0,0
"739",1,0,0,0,1,0,1,0,0
"740",0,0,1,0,1,1,0,0,0
"741",1,0,1,0,1,0,1,1,0
"742",0,0,1,0,1,0,0,1,0
"743",1,0,1,1,0,0,1,1,0
"744",0,0,1,0,1,0,0,1,0
"745",1,0,1,0,1,1,0,1,0
"746",0,0,1,1,0,0,0,0,0
"747",0,0,1,0,1,0,1,1,0
"748",1,0,1,0,1,0,1,1,0
"749",1,0,1,0,0,0,0,0,0
"750",0,0,1,0,1,0,1,0,1
"751",0,0,1,0,1,0,1,0,0
"752",0,0,1,0,0,0,0,0,0
"753",1,0,1,0,1,0,1,0,0
"754",0,0,1,0,1,0,1,1,0
"755",0,0,1,0,1,0,1,1,0
"756",1,0,1,0,1,0,1,1,0
"757",0,0,1,0,1,0,1,1,0
"758",1,0,1,0,1,0,1,1,0
"759",1,0,1,0,1,0,1,1,0
"760",0,0,1,0,0,0,1,1,0
"761",0,0,1,0,0,0,0,0,1
"762",1,0,1,0,1,0,1,0,0
"763",1,0,1,0,1,0,1,0,0
"764",1,0,1,0,1,0,1,0,0
"765",0,0,0,0,1,0,1,0,0
"766",1,0,1,0,1,0,1,0,0
"767",0,0,1,0,1,0,1,0,0
"768",1,0,1,0,1,0,1,0,0
"769",1,0,1,0,1,0,1,0,0
"770",1,0,1,0,1,0,1,0,0
"771",1,0,1,0,1,0,1,0,0
"772",1,0,1,0,1,0,1,0,0
"773",1,0,1,0,1,0,1,1,0
"774",1,0,1,0,1,0,1,1,0
"775",1,0,1,0,1,0,1,1,0
"776",1,0,1,0,1,0,1,1,0
"777",0,0,1,0,1,0,1,0,0
"778",0,0,1,0,1,0,1,0,0
"779",1,0,1,0,1,0,1,0,0
"780",1,0,1,0,1,0,1,1,0
"781",0,0,1,0,1,0,1,1,0
"782",0,0,1,0,1,0,1,1,0
"783",1,0,1,0,1,0,1,1,0
"784",1,0,1,0,1,0,1,0,1
"785",0,0,1,0,1,0,1,1,0
"786",1,0,1,0,1,0,1,1,0
"787",1,0,1,0,1,0,1,0,0
"788",1,0,1,0,1,0,1,1,0
"789",1,0,1,0,1,0,1,1,0
"790",1,0,1,0,1,0,1,1,0
"791",1,0,1,0,1,0,1,0,1
"792",1,0,1,0,1,0,1,0,1
"793",0,0,1,0,1,0,1,0,0
"794",0,0,1,0,1,0,1,0,0
"795",0,0,1,0,1,0,1,0,0
"796",0,0,1,0,1,0,1,1,0
"797",0,0,1,0,1,0,1,0,0
"798",1,0,1,0,1,0,1,0,0
"799",1,0,1,0,1,0,1,0,0
"800",1,0,1,0,1,0,1,0,0
"801",1,0,1,0,1,0,1,0,0
"802",1,0,1,0,1,0,1,0,0
"803",1,0,1,0,1,0,1,0,0
"804",0,0,1,0,1,0,1,1,0
"805",0,0,1,0,1,0,1,0,1
"806",0,0,1,0,1,0,1,0,1
"807",0,0,1,0,1,0,1,1,0
"808",0,0,1,0,1,0,1,0,1
"809",0,0,1,0,1,0,1,0,0
"810",1,0,1,1,0,1,0,1,0
"811",1,0,1,1,0,0,0,1,0
"812",1,0,1,1,0,0,0,0,0
"813",0,0,1,0,1,0,1,1,0
"814",0,0,1,1,0,0,0,1,0
"815",1,0,1,0,1,1,0,0,0
"816",1,0,1,0,1,0,1,1,0
"817",1,0,1,0,1,0,1,1,0
"818",1,0,1,0,1,0,1,1,0
"819",1,0,1,0,0,0,0,0,0
"820",1,0,1,0,1,0,1,1,0
"821",1,0,1,0,1,0,1,1,0
"822",0,0,1,0,1,0,1,0,0
"823",0,0,1,0,0,0,0,0,0
"824",1,1,1,0,1,0,0,1,0
"825",1,0,1,0,1,0,1,1,0
"826",1,0,1,0,1,0,1,1,0
"827",1,0,1,1,0,1,0,0,0
"828",1,0,1,0,0,0,0,0,0
"829",1,0,1,0,0,0,0,0,0
"830",1,0,1,0,1,0,1,1,0
"831",0,0,1,0,1,0,1,1,0
"832",1,0,1,0,1,0,1,1,0
"833",1,0,1,1,0,0,0,1,0
"834",0,0,1,0,1,0,1,1,0
"835",0,0,1,0,1,0,1,1,0
"836",1,0,1,1,0,1,0,1,0
"837",1,0,1,0,1,0,0,1,0
"838",1,0,1,0,1,0,1,1,0
"839",1,0,1,1,0,1,0,1,0
"840",1,0,1,0,1,0,1,1,0
"841",1,0,1,0,0,1,0,1,0
"842",1,0,1,0,0,1,0,1,0
"843",0,0,1,0,1,0,0,0,0
"844",1,0,1,0,0,0,0,1,0
"845",1,0,1,0,1,0,1,0,0
"846",0,0,1,0,1,0,0,0,0
"847",1,1,1,0,1,0,1,0,1
"848",1,1,1,0,0,0,0,0,1
"849",0,1,1,0,0,0,0,0,1
"850",1,1,1,1,0,0,0,1,0
"851",1,1,1,0,0,0,0,0,1
"852",0,0,1,0,1,0,1,0,1
"853",1,0,1,0,1,0,1,1,0
"854",1,0,1,0,0,0,0,0,1
"855",1,1,1,1,0,1,0,0,0
"856",1,0,1,0,1,0,1,0,0
"857",0,0,1,0,1,0,1,0,0
"858",0,0,1,0,1,0,1,0,0
"859",0,0,1,0,0,0,0,1,0
"860",0,0,1,0,1,0,1,1,0
"861",0,0,1,0,0,0,0,1,0
"862",0,0,1,0,0,0,0,1,0
"863",0,0,1,0,0,0,0,0,1
"864",0,1,1,0,1,1,0,0,0
"865",0,0,1,1,0,1,0,1,0
"866",0,0,1,0,1,1,0,1,0
"867",1,0,1,0,1,0,1,1,0
"868",1,0,1,0,1,0,1,1,0
"869",1,0,1,0,1,0,1,0,1
"870",0,0,1,1,0,1,0,1,0
"871",0,0,1,0,1,0,1,0,1
"872",0,0,1,1,0,1,0,0,1
"873",1,0,1,1,0,1,0,1,0
"874",0,0,1,0,1,0,1,0,0
"875",1,0,1,0,0,0,0,1,0
"876",1,0,1,0,0,0,0,1,0
"877",1,0,1,0,0,0,0,1,0
"878",1,0,1,0,0,0,0,1,0
"879",1,0,1,0,0,0,0,1,0
"880",1,0,1,0,0,0,0,1,0
"881",1,0,1,0,0,0,0,0,0
"882",1,0,1,0,0,0,0,0,0
"883",1,0,1,0,0,0,0,0,0
"884",1,0,1,0,0,0,0,0,0
"885",1,0,1,0,1,0,1,1,0
"886",1,0,1,0,0,0,0,0,0
"887",1,0,1,0,1,0,1,1,0
"888",1,0,1,0,1,0,1,1,0
"889",1,0,1,0,1,0,1,1,0
"890",1,0,1,0,1,0,1,0,0
"891",0,0,1,0,1,0,1,0,0
"892",0,0,1,0,1,0,1,0,0
"893",1,0,1,0,0,0,0,0,0
"894",1,0,1,0,1,0,1,0,0
"895",1,0,1,0,0,0,0,0,0
"896",1,0,1,0,0,0,0,0,0
"897",1,0,1,1,0,1,0,0,0
"898",1,0,1,0,1,0,1,0,0
"899",1,0,1,1,0,1,0,0,0
"900",1,0,1,0,0,0,0,0,0
"901",1,0,1,0,1,0,1,0,0
"902",1,0,1,0,1,0,1,0,0
"903",1,0,1,0,1,0,1,0,0
"904",1,0,1,0,1,0,1,0,0
"905",0,0,1,0,1,0,1,1,0
"906",0,0,1,0,1,1,0,1,0
"907",1,0,1,0,1,0,1,0,0
"908",1,0,1,0,0,0,0,1,0
"909",1,0,1,0,1,1,0,0,0
"910",1,0,1,0,1,0,1,1,0
"911",0,0,1,0,1,0,1,0,0
"912",0,0,1,0,1,0,1,0,0
"913",0,0,1,0,1,0,1,1,0
"914",0,1,1,0,1,0,0,0,0
"915",0,0,1,1,0,0,0,1,0
"916",0,0,1,0,0,1,0,0,1
"917",1,0,1,0,0,0,0,0,1
"918",1,0,1,0,0,0,0,0,1
"919",0,0,1,0,1,1,0,1,0
"920",1,0,1,0,0,0,0,0,1
"921",1,0,1,0,1,0,1,1,0
"922",1,0,1,0,1,0,1,1,0
"923",1,0,1,0,1,0,1,1,0
"924",0,0,1,0,1,1,0,0,0
"925",0,0,1,1,0,0,0,0,1
"926",0,0,1,0,1,0,1,1,0
"927",0,0,1,0,1,0,1,0,1
"928",0,0,1,0,0,0,0,0,0
"929",0,0,1,1,0,1,0,1,0
"930",0,0,1,0,1,0,0,1,0
"931",1,1,1,0,0,0,0,0,0
"932",0,0,1,1,0,0,0,1,0
"933",1,1,1,1,0,1,0,1,0
"934",0,0,1,0,1,0,1,1,0
"935",1,0,1,1,0,0,1,0,0
"936",1,0,1,1,0,0,0,0,0
"937",1,0,1,0,1,0,1,1,0
"938",1,0,1,0,0,0,0,0,1
"939",1,0,1,0,1,0,1,0,1
"940",0,0,1,0,0,1,0,0,1
"941",0,0,1,0,1,0,1,1,0
"942",1,0,1,0,0,0,0,0,1
"943",0,0,1,0,0,1,0,1,0
"944",1,0,1,0,1,0,1,1,0
"945",1,0,1,0,1,1,0,0,1
"946",1,0,1,0,0,0,0,0,1
"947",1,0,1,1,0,0,0,1,0
"948",1,0,1,0,1,0,1,1,0
"949",1,0,1,1,0,0,1,1,0
"950",1,0,1,0,0,1,0,0,0
"951",1,0,1,1,0,0,0,0,1
"952",1,0,1,0,1,0,1,1,0
"953",1,0,1,0,1,0,0,1,0
"954",1,0,1,0,1,0,1,0,0
"955",1,0,1,0,0,0,0,0,0
"956",1,0,1,1,0,1,0,1,0
"957",1,0,1,0,0,0,0,0,0
"958",1,0,1,0,1,0,1,0,0
"959",1,0,1,0,0,0,0,0,0
"960",1,0,1,0,1,0,1,1,0
"961",1,0,1,0,1,0,1,1,0
"962",1,0,1,0,1,0,1,0,1
"963",1,1,1,0,1,0,1,0,1
"964",1,0,1,0,1,0,1,1,0
"965",1,0,1,0,0,0,0,0,0
"966",1,0,1,0,1,0,1,1,0
"967",1,0,1,0,1,0,1,1,0
"968",1,0,1,0,1,0,1,1,0
"969",1,0,1,0,1,0,1,1,0
"970",1,0,1,0,1,0,1,1,0
"971",1,0,1,0,1,0,1,1,0
"972",1,0,1,0,1,0,1,1,0
"973",0,1,1,1,0,1,0,1,0
"974",0,1,1,0,1,0,1,0,0
"975",0,1,1,0,0,0,0,0,0
"976",0,1,1,0,1,0,1,0,1
"977",1,0,1,0,0,0,0,1,0
"978",1,0,1,0,0,0,0,1,0
"979",0,0,1,1,0,1,0,1,0
"980",1,0,1,0,0,0,0,1,0
"981",1,0,1,1,0,1,0,1,0
"982",0,1,1,0,1,0,0,0,1
"983",0,0,1,1,0,1,0,1,0
"984",1,0,1,1,0,1,0,1,0
"985",1,0,1,0,1,0,1,1,0
"986",1,0,1,1,0,0,1,1,0
"987",1,0,1,1,0,1,0,1,0
"988",1,0,1,1,0,1,0,1,0
"989",1,0,1,0,0,0,0,1,0
"990",1,0,1,1,0,0,0,1,0
"991",1,0,1,1,0,1,0,1,0
"992",1,0,1,1,0,1,0,1,0
"993",0,0,1,0,0,0,1,1,0
"994",1,0,1,0,0,0,0,1,0
"995",1,0,1,0,1,0,1,1,0
"996",1,0,1,0,0,0,0,1,0
"997",1,0,1,0,1,0,1,1,0
"998",0,0,1,0,1,0,1,0,1
"999",0,0,1,1,0,1,0,0,1
"1000",0,0,1,1,0,1,0,0,1
"1001",0,0,1,0,1,0,1,0,1
"1002",0,0,1,1,0,1,0,1,0
"1003",0,0,1,0,1,1,0,1,0
"1004",0,0,1,1,0,0,0,1,0
"1005",1,0,1,0,0,1,0,1,0
"1006",1,0,1,1,0,0,0,1,0
"1007",1,0,1,0,0,1,0,1,0
"1008",1,0,1,0,1,0,1,1,0
"1009",1,0,1,0,1,0,0,1,0
"1010",1,0,1,0,0,0,0,1,0
"1011",0,0,1,0,1,0,1,0,0
"1012",1,0,1,0,1,0,1,1,0
"1013",1,0,1,0,1,0,1,1,0
"1014",0,0,1,1,0,0,0,0,0
"1015",0,0,1,1,0,0,0,1,0
"1016",0,0,1,0,1,0,1,1,0
"1017",0,0,1,1,0,0,1,1,0
"1018",1,0,1,0,0,0,0,1,0
"1019",0,0,1,0,1,0,1,1,0
"1020",0,0,1,1,0,1,0,1,0
"1021",1,0,1,0,0,0,0,1,0
"1022",0,0,1,0,0,0,0,1,0
"1023",1,0,1,0,1,0,1,1,0
"1024",1,0,1,0,1,0,1,1,0
"1025",1,0,1,0,1,0,1,1,0
"1026",1,0,1,0,1,0,1,1,0
"1027",1,0,1,0,1,0,1,1,0
"1028",1,0,1,0,1,0,1,1,0
"1029",1,0,1,0,1,0,1,1,0
"1030",1,0,1,0,1,0,1,1,0
"1031",1,0,1,0,1,0,1,1,0
"1032",1,0,1,0,1,0,1,1,0
"1033",1,0,1,0,1,0,1,1,0
"1034",1,0,1,0,1,0,1,1,0
"1035",1,0,1,0,1,0,1,1,0
"1036",1,0,1,0,1,0,1,1,0
"1037",1,0,1,0,1,0,1,1,0
"1038",1,0,1,0,1,0,1,1,0
"1039",1,0,1,0,1,0,1,1,0
"1040",1,0,1,0,1,0,1,1,0
"1041",1,0,1,0,1,0,1,1,0
"1042",1,0,1,0,1,0,1,1,0
"1043",1,0,1,0,1,0,1,1,0
"1044",1,0,1,0,1,0,1,1,0
"1045",1,0,1,0,1,0,1,0,1
"1046",0,0,1,0,1,0,1,0,1
"1047",0,0,1,0,1,0,1,1,0
"1048",0,0,1,0,0,0,1,0,0
"1049",0,0,1,0,1,1,0,1,0
"1050",1,1,1,0,0,0,0,1,0
"1051",1,0,1,0,0,0,0,0,1
"1052",1,0,1,0,0,0,0,0,0
"1053",1,0,1,0,1,0,1,1,0
"1054",1,0,1,0,1,0,1,1,0
"1055",1,0,1,0,1,0,1,1,0
"1056",0,0,1,0,1,0,1,1,0
"1057",1,0,1,1,0,0,1,0,0
"1058",1,0,1,0,0,0,0,1,0
"1059",0,0,1,0,0,0,0,1,0
"1060",0,0,1,0,1,0,0,1,0
"1061",0,0,1,0,1,0,0,1,0
"1062",1,0,1,1,0,0,0,1,0
"1063",1,0,1,1,0,0,1,1,0
"1064",0,0,1,0,1,0,0,1,0
"1065",0,0,1,0,1,0,0,1,0
"1066",1,0,1,0,0,0,0,0,0
"1067",1,0,1,0,1,0,1,1,0
"1068",1,NA,1,1,0,1,0,1,0
"1069",0,0,1,0,1,0,0,1,0
"1070",0,0,1,1,0,1,0,1,0
"1071",0,0,1,0,1,0,1,1,0
"1072",0,0,1,1,0,1,0,1,0
"1073",1,0,1,0,1,0,1,1,0
"1074",NA,0,1,0,0,0,0,0,1
"1075",1,0,1,0,1,0,1,1,0
"1076",1,0,1,0,1,0,1,1,0
"1077",1,1,1,1,0,1,0,0,0
"1078",0,0,1,1,0,1,0,1,0
"1079",1,1,1,0,0,0,0,0,1
"1080",1,0,1,0,1,0,1,1,0
"1081",1,0,1,0,1,0,1,1,0
"1082",1,0,1,0,1,0,1,1,0
"1083",1,0,1,0,1,0,1,1,0
"1084",1,0,1,0,1,0,1,1,0
"1085",1,0,1,0,1,0,1,1,0
"1086",1,0,1,0,1,0,1,1,0
"1087",1,0,1,0,1,0,1,1,0
"1088",1,0,1,0,1,0,1,1,0
"1089",1,0,1,0,1,0,1,1,0
"1090",1,0,1,0,1,0,1,1,0
"1091",1,0,1,0,1,0,1,1,0
"1092",1,0,1,0,1,0,1,1,0
"1093",1,0,1,0,1,0,1,1,0
"1094",1,0,1,0,1,0,1,1,0
"1095",1,0,1,0,1,0,1,0,1
"1096",0,0,1,0,0,1,0,1,0
"1097",1,0,1,0,1,0,1,0,0
"1098",0,0,1,0,0,0,1,1,0
"1099",1,0,1,0,1,0,0,0,0
"1100",1,0,1,0,0,0,0,1,0
"1101",0,0,1,0,1,0,0,1,0
"1102",1,0,1,0,0,0,1,1,0
"1103",1,0,1,0,1,0,1,1,0
"1104",1,0,1,0,1,0,1,1,0
"1105",1,0,1,1,0,1,0,1,0
"1106",1,0,1,1,0,1,0,1,0
"1107",1,0,1,1,0,1,0,1,0
"1108",1,0,1,1,0,1,0,1,0
"1109",1,0,1,1,0,1,0,1,0
"1110",1,0,1,0,1,0,1,1,0
"1111",1,0,1,0,1,0,1,1,0
"1112",1,0,1,0,1,0,1,1,0
"1113",0,0,1,0,1,0,1,1,0
"1114",0,0,1,0,1,0,1,1,0
"1115",0,0,1,0,1,0,1,1,0
"1116",0,0,1,0,1,0,1,1,0
"1117",1,0,1,0,0,1,0,0,1
"1118",1,0,1,0,1,0,1,1,0
"1119",1,0,1,0,1,0,1,0,0
"1120",1,0,1,0,1,0,1,0,0
"1121",1,0,1,0,1,0,1,0,0
"1122",1,0,1,0,1,0,1,1,0
"1123",1,0,1,0,1,0,1,1,0
"1124",0,1,1,0,1,0,1,1,0
"1125",1,0,1,0,1,0,1,1,0
"1126",1,0,1,0,1,0,1,1,0
"1127",1,0,1,0,1,0,1,1,0
"1128",0,1,1,0,1,0,1,0,0
"1129",1,0,1,0,1,0,1,0,0
"1130",1,1,1,0,0,0,1,1,0
"1131",1,1,1,0,1,0,0,1,0
"1132",1,1,1,0,1,0,1,0,0
"1133",1,0,1,0,0,0,0,0,0
"1134",0,1,1,0,1,0,1,1,0
"1135",0,1,1,0,1,0,1,0,1
"1136",0,0,1,0,1,0,1,0,1
"1137",0,1,1,0,1,0,1,0,0
"1138",0,1,1,0,1,0,1,0,0
"1139",0,1,1,0,1,0,1,0,1
"1140",0,1,1,0,1,0,1,0,0
"1141",0,1,1,0,1,0,1,1,0
"1142",1,1,0,0,1,0,1,0,1
"1143",1,1,1,1,0,0,0,1,0
"1144",1,1,1,0,1,0,1,0,1
"1145",1,0,1,0,1,1,0,0,1
"1146",1,0,1,0,0,1,0,0,1
"1147",1,1,1,0,0,0,0,0,1
"1148",1,1,1,1,0,1,0,1,0
"1149",0,1,1,0,0,0,0,1,0
"1150",0,1,1,0,0,0,0,0,1
"1151",1,1,1,0,0,1,0,0,1
"1152",1,0,0,0,0,0,1,1,0
"1153",1,0,0,0,1,0,1,1,0
"1154",1,1,1,0,1,1,0,0,1
"1155",1,0,1,0,1,0,1,1,0
"1156",1,0,1,1,0,0,1,1,0
"1157",1,0,1,1,0,0,1,1,0
"1158",1,0,1,0,1,0,1,1,0
"1159",1,0,1,0,1,0,1,0,0
"1160",1,1,0,0,1,0,1,0,0
"1161",0,0,1,0,1,0,0,0,1
"1162",1,1,1,0,0,0,0,0,0
"1163",1,0,1,0,1,0,0,1,0
"1164",1,0,1,0,0,0,0,1,0
"1165",1,0,1,0,1,0,1,0,0
"1166",1,1,1,0,0,0,0,1,0
"1167",1,1,1,0,1,1,0,0,1
"1168",0,1,1,1,0,0,0,0,1
"1169",0,0,1,0,1,0,0,1,0
"1170",1,0,1,0,1,0,1,0,1
"1171",1,1,1,0,1,0,0,1,0
"1172",0,1,1,0,1,1,0,0,1
"1173",0,0,1,0,1,0,1,1,0
"1174",0,0,1,0,1,0,1,0,0
"1175",1,0,1,0,1,0,1,1,0
"1176",1,0,1,0,1,0,1,1,0
"1177",1,0,1,0,1,0,1,1,0
"1178",1,0,1,0,1,0,1,1,0
"1179",1,0,1,0,1,0,1,1,0
"1180",0,0,1,0,1,0,1,1,0
"1181",0,0,1,0,1,0,1,1,0
"1182",1,0,1,0,1,0,1,1,0
"1183",0,1,1,0,1,0,1,0,1
"1184",1,0,1,0,0,0,0,1,0
"1185",1,1,1,0,0,0,0,0,0
"1186",1,0,0,0,0,0,0,1,0
"1187",1,0,1,0,1,0,1,0,1
"1188",0,1,1,0,1,0,1,1,0
"1189",0,1,1,0,1,0,1,0,0
"1190",1,1,1,0,1,0,1,0,0
"1191",1,0,1,0,1,0,1,1,0
"1192",1,0,1,0,1,0,1,0,1
"1193",0,1,1,0,1,0,1,0,0
"1194",0,1,1,0,1,0,1,1,0
"1195",0,1,1,0,0,1,0,1,0
"1196",0,0,1,0,1,0,1,0,0
"1197",0,0,1,0,1,0,0,0,0
"1198",0,0,1,0,0,0,1,1,0
"1199",1,1,1,0,1,0,1,0,1
"1200",0,0,1,0,1,0,1,1,0
"1201",0,0,1,0,1,0,1,1,0
"1202",0,0,1,0,1,0,1,1,0
"1203",1,1,1,0,1,0,1,0,1
"1204",1,1,1,0,1,0,1,0,1
"1205",1,0,1,0,1,0,1,1,0
"1206",1,0,1,0,1,0,1,0,0
"1207",0,0,1,0,1,0,1,1,0
"1208",0,0,1,0,1,0,1,1,0
"1209",1,0,1,0,0,1,0,1,0
"1210",0,0,1,0,1,0,1,1,0
"1211",0,0,1,0,1,0,0,0,0
"1212",0,0,1,0,0,0,0,0,1
"1213",1,1,1,0,1,0,1,1,0
"1214",1,0,1,0,1,1,0,1,0
"1215",1,0,1,1,0,0,0,1,0
"1216",1,0,1,0,1,0,0,1,0
"1217",1,1,1,0,1,0,1,0,1
"1218",1,1,1,0,1,0,1,0,1
"1219",1,1,1,0,0,0,0,0,0
"1220",1,1,1,0,0,0,0,0,0
"1221",1,0,1,0,0,0,1,1,0
"1222",1,0,1,0,0,0,0,0,0
"1223",1,0,1,1,0,1,0,1,0
"1224",1,1,1,0,1,0,1,1,0
"1225",0,1,1,0,1,0,1,1,0
"1226",0,0,1,0,1,0,1,0,0
"1227",0,0,1,0,1,0,1,0,0
"1228",1,0,1,0,1,0,1,1,0
"1229",1,0,1,0,1,0,1,0,0
"1230",1,0,1,0,1,0,1,1,0
"1231",1,0,1,0,1,0,1,1,0
"1232",1,1,1,0,1,0,1,0,0
"1233",1,0,1,0,1,0,1,0,0
"1234",0,1,1,0,1,0,1,0,1
"1235",0,1,1,0,1,0,1,1,0
"1236",1,1,1,0,1,0,1,0,1
"1237",0,1,1,0,1,0,1,1,0
"1238",0,0,1,0,1,0,1,1,0
"1239",0,1,1,0,1,0,1,1,0
"1240",0,0,1,0,1,0,1,0,0
"1241",1,0,1,0,1,0,1,0,1
"1242",0,0,1,0,0,0,0,1,0
"1243",0,0,1,0,0,0,0,1,0
"1244",0,0,1,0,1,0,1,1,0
"1245",0,0,1,0,1,0,1,1,0
"1246",0,0,1,0,1,0,1,1,0
"1247",1,0,1,0,1,0,1,0,0
"1248",1,0,1,0,1,0,1,0,0
"1249",1,1,1,0,1,0,1,0,1
"1250",1,0,1,0,1,0,1,0,1
"1251",1,0,1,0,0,0,0,0,0
"1252",1,1,1,0,1,0,1,0,1
"1253",0,1,1,0,1,0,1,0,1
"1254",0,1,1,0,1,0,1,0,1
"1255",1,1,1,0,0,0,0,0,1
"1256",1,0,1,0,0,1,0,0,0
"1257",1,0,1,0,1,0,1,0,1
"1258",0,0,1,0,1,0,1,0,0
"1259",1,0,1,1,0,0,0,0,0
"1260",1,0,1,0,0,0,0,1,0
"1261",1,0,1,0,0,1,0,0,0
"1262",0,0,1,0,0,1,0,1,0
"1263",0,0,1,1,0,1,0,1,0
"1264",0,0,1,0,0,0,0,1,0
"1265",0,0,1,0,1,0,0,1,0
"1266",0,0,1,0,1,0,0,1,0
"1267",0,0,1,0,1,1,0,1,0
"1268",0,0,1,0,0,0,0,0,1
"1269",0,0,1,0,1,0,1,1,0
"1270",0,0,1,0,1,0,1,0,0
"1271",0,0,1,0,1,0,1,0,1
"1272",0,0,1,1,0,1,0,1,0
"1273",1,0,1,0,1,0,1,1,0
"1274",0,0,1,0,1,0,1,1,0
"1275",0,0,1,1,0,0,1,1,0
"1276",0,0,1,0,1,0,1,0,1
"1277",0,0,1,0,1,0,1,1,0
"1278",0,0,1,0,1,1,0,1,0
"1279",0,0,1,0,1,0,1,1,0
"1280",0,0,1,0,0,1,0,1,0
"1281",0,0,1,0,0,1,0,1,0
"1282",0,0,1,1,0,0,0,0,1
"1283",0,0,1,0,1,0,1,1,0
"1284",0,0,1,0,1,0,1,1,0
"1285",0,0,1,0,1,0,0,1,0
"1286",0,1,1,0,1,0,1,1,0
"1287",0,0,1,0,1,0,0,1,0
"1288",0,0,1,0,1,0,0,1,0
"1289",1,0,1,0,1,0,1,1,0
"1290",1,1,1,0,1,0,1,1,0
"1291",1,0,1,0,1,0,1,1,0
"1292",0,0,1,0,1,0,1,1,0
"1293",0,0,1,0,1,0,0,1,0
"1294",0,0,1,0,0,0,0,0,1
"1295",1,0,1,0,1,0,1,1,0
"1296",1,0,1,0,1,0,1,1,0
"1297",0,0,1,1,0,0,1,1,0
"1298",0,0,1,0,1,0,1,1,0
"1299",0,0,1,0,0,0,1,0,1
"1300",1,1,1,0,1,0,1,1,0
"1301",1,0,1,0,1,0,1,0,1
"1302",1,0,1,0,0,0,0,1,0
"1303",1,0,1,1,0,1,0,1,0
"1304",1,1,1,0,1,0,1,0,1
"1305",1,1,1,0,1,0,1,1,0
