Row	Gene ID	Gene Name	Score(d)	Numerator(r)	Denominator(s+s0)	Fold Change	q-value(%)
92	6998	g6997	6997	4.55965571620864	1.0218317	0.224102819071975	2.03049531709891	0
93	2966	g2965	2965	4.55827123755018	1.22015121666667	0.267678502019645	2.32971134978129	0.044231703499872
94	972	g971	971	4.47952516215691	1.08407931666667	0.242007640860015	2.12002211842928	0.044231703499872
95	8868	g8867	8867	4.40784210434053	1.28947093333333	0.29254018243157	2.44438398389238	0.044231703499872
96	12537	g12536	12536	4.38894861972091	1.68656285	0.38427491322677	3.21888904941362	0.044231703499872
97	10226	g10225	10225	4.3270482503781	1.57075378333333	0.36300815069397	2.9705988226269	0.044231703499872
98	11152	g11151	11151	4.29452999111957	1.17184365	0.27286889424994	2.25299427874913	0.0756720765281595
99	14606	g14605	14605	4.28313679496649	1.94798721666667	0.454803876204918	3.85835855030611	0.0756720765281595
100	4242	g4241	4241	4.27486912402291	1.12401096666667	0.262934591459236	2.17952079202167	0.0756720765281595
101	2374	g2373	2373	4.25089524902099	1.0079119	0.237105795592618	2.0109983528857	0.0756720765281595
102	7130	g7129	7129	4.24909661345462	1.59893566666667	0.376300143800848	3.0291975493455	0.0756720765281595
103	14618	g14617	14617	4.23609849660388	1.0494166	0.247731869511846	2.06969273181575	0.0756720765281595
104	8458	g8457	8457	4.16612252825735	1.58392426666667	0.380191474428191	2.99784182963283	0.0756720765281595
105	550	g549	549	4.14312597256771	1.25845458333333	0.303745189421167	2.39239330155727	0.0756720765281595
106	5984	g5983	5983	4.10299162140504	1.13120115	0.27570155008326	2.1904103216636	0.132303217084083
107	12501	g12500	12500	4.09736718359387	1.45740583333333	0.355693245938241	2.74614124952715	0.132303217084083
108	11037	g11036	11036	4.05216284705325	1.76637495	0.435909171637689	3.40198068496354	0.132303217084083
109	10499	g10498	10498	4.02525780878261	1.50019935	0.372696463497755	2.82881798067139	0.132303217084083
110	8576	g8575	8575	3.98308552931242	1.58455566666667	0.39782115021271	2.99915413163783	0.132303217084083
111	5226	g5225	5225	3.93994653546003	1.03866078333333	0.263623065436358	2.05431979576026	0.132303217084083
112	2438	g2437	2437	3.90312882803402	1.05453585	0.27017705447636	2.07704986175195	0.132303217084083
113	8150	g8149	8149	3.88880738914972	1.01418795	0.260796652678073	2.01976570709673	0.202052245575189
114	10815	g10814	10814	3.85445408491347	1.30038725	0.337372613955834	2.46294984603575	0.202052245575189
115	3607	g3606	3606	3.7512796092273	1.04280435	0.27798630297644	2.06022849196096	0.202052245575189
116	11339	g11338	11338	3.73188153847968	1.11411113333333	0.298538718832754	2.16461602680435	0.202052245575189
117	13039	g13038	13038	3.70817288605829	1.06602145	0.287478896684657	2.0936516921458	0.202052245575189
118	11336	g11335	11335	3.68985131864749	1.01089838333333	0.273967240420917	2.01516557701809	0.202052245575189
119	8792	g8791	8791	3.6382887646659	1.09561283333333	0.301134105674523	2.13703840239165	0.329396097828459
120	1994	g1993	1993	3.62488707634505	1.2627851	0.348365362397235	2.39958530230618	0.329396097828459
121	12858	g12857	12857	3.58181557408601	1.24771083333333	0.348345917740814	2.37464332266775	0.329396097828459
122	7158	g7157	7157	3.55129677442707	1.09091223333333	0.307187008753818	2.13008681855011	0.329396097828459
123	20751	g20750	20750	3.49694889983794	1.38252691666667	0.39535233606952	2.60724637153585	0.329396097828459
124	9265	g9264	9264	3.32429703041902	1.39857866666667	0.420714110041598	2.63641716142446	0.541254965420907
125	15346	g15345	15345	3.27410213063546	1.03365435	0.315706202420564	2.04720326019435	0.541254965420907
126	8183	g8182	8182	3.16474323020962	1.18425056666667	0.37420115330754	2.27245317401106	0.869648034074064
127	19934	g19933	19933	3.15675950051935	1.0052799	0.318453116189121	2.00733290570544	0.869648034074064
128	16499	g16498	16498	3.13363032712887	1.01388371666667	0.32354924187743	2.01933982688611	0.869648034074064
129	11349	g11348	11348	3.04470776654674	1.09033661666667	0.358108790816174	2.12923711097486	1.36209737750687
130	11634	g11633	11633	2.61450627300955	1.09469226666667	0.418699422513365	2.1356752183886	2.98448869004218
131	4466	g4465	4465	2.4405339691608	1.0765355	0.441106542094219	2.10896550780018	4.26984279750109
132	10792	g10791	10791	2.36217941394193	1.26458271666667	0.535345752825934	2.40257708011548	4.26984279750109
133	10551	g10550	10550	2.30798845717899	1.29328973333333	0.560353640119196	2.45086281588186	4.26984279750109
